"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Hotelling's Law.nlogox"
"Baseline"
"05/15/2026 17:14:53:642 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","layout","number-of-stores","rules","[step]","ticks","store-positions","store-market-shares","store-prices"
"166","plane","4","pricing-only","10","10","[[1 10 -4] [0 5 6] [2 12 -18] [3 8 15]]","[[1 508] [0 578] [2 279] [3 316]]","[[1 5] [0 6] [2 6] [3 6]]"
"167","plane","4","pricing-only","10","10","[[2 4 -20] [1 -4 4] [0 10 -10] [3 -6 -13]]","[[2 202] [1 620] [0 517] [3 342]]","[[2 6] [1 16] [0 10] [3 12]]"
"168","plane","4","pricing-only","10","10","[[2 2 -3] [3 -14 2] [1 8 -3] [0 -18 -12]]","[[2 633] [3 314] [1 561] [0 173]]","[[2 6] [3 12] [1 7] [0 12]]"
"169","plane","4","pricing-only","10","10","[[0 18 12] [3 16 -17] [2 19 7] [1 -19 -16]]","[[0 574] [3 275] [2 479] [1 353]]","[[0 4] [3 12] [2 4] [1 17]]"
"170","plane","4","pricing-only","10","10","[[2 9 -9] [1 -13 14] [3 3 -2] [0 -2 9]]","[[2 347] [1 241] [3 628] [0 465]]","[[2 9] [1 9] [3 7] [0 7]]"
"160","plane","4","moving-only","10","10","[[3 9 -2] [2 4 7] [1 -5 7] [0 -6 -5]]","[[3 455] [2 336] [1 382] [0 508]]","[[3 10] [2 10] [1 10] [0 10]]"
"171","plane","4","pricing-only","10","10","[[0 -15 5] [2 16 20] [3 -11 3] [1 11 -5]]","[[0 351] [2 183] [3 736] [1 411]]","[[0 3] [2 14] [3 4] [1 15]]"
"173","plane","4","pricing-only","10","10","[[3 1 -5] [2 1 -16] [0 10 17] [1 0 -13]]","[[3 652] [2 241] [0 288] [1 500]]","[[3 6] [2 2] [0 13] [1 2]]"
"172","plane","4","pricing-only","10","10","[[2 16 -16] [0 14 -15] [3 1 11] [1 2 -11]]","[[2 237] [0 356] [3 580] [1 508]]","[[2 1] [0 2] [3 16] [1 11]]"
"175","plane","4","pricing-only","10","10","[[1 4 -10] [0 -4 20] [3 8 13] [2 2 7]]","[[1 548] [0 203] [3 278] [2 652]]","[[1 13] [0 9] [3 8] [2 7]]"
"174","plane","4","pricing-only","10","10","[[3 5 -19] [2 -14 20] [1 10 10] [0 3 -8]]","[[3 305] [2 276] [1 327] [0 773]]","[[3 8] [2 15] [1 17] [0 9]]"
"178","plane","4","pricing-only","10","10","[[3 -7 -20] [0 -7 6] [2 -18 -1] [1 1 17]]","[[3 375] [0 673] [2 251] [1 382]]","[[3 12] [0 8] [2 8] [1 10]]"
"177","plane","4","pricing-only","10","10","[[2 1 -18] [1 -6 -6] [3 3 7] [0 0 9]]","[[2 297] [1 432] [3 572] [0 380]]","[[2 10] [1 9] [3 6] [0 7]]"
"180","plane","4","pricing-only","10","10","[[2 9 0] [0 -20 -11] [3 -19 -19] [1 18 -17]]","[[2 618] [0 492] [3 312] [1 259]]","[[2 20] [0 10] [3 6] [1 14]]"
"179","plane","4","pricing-only","10","10","[[2 -2 -20] [1 -4 18] [3 13 -13] [0 -13 -20]]","[[2 465] [1 509] [3 422] [0 285]]","[[2 6] [1 19] [3 13] [0 8]]"
"176","plane","4","pricing-only","10","10","[[1 -3 19] [0 -15 -12] [3 4 5] [2 -4 -10]]","[[1 331] [0 258] [3 546] [2 546]]","[[1 11] [0 10] [3 11] [2 9]]"
"181","plane","5","normal","10","10","[[0 -7 -6] [2 7 -4] [4 9 8] [1 -2 -8] [3 -8 7]]","[[0 319] [2 356] [4 320] [1 389] [3 297]]","[[0 6] [2 7] [4 12] [1 4] [3 13]]"
"182","plane","5","normal","10","10","[[1 8 -6] [4 -7 -8] [0 5 10] [3 -8 0] [2 8 1]]","[[1 229] [4 298] [0 351] [3 393] [2 410]]","[[1 11] [4 12] [0 9] [3 10] [2 6]]"
"183","plane","5","normal","10","10","[[1 3 6] [2 -9 -3] [4 3 12] [3 8 -10] [0 8 -16]]","[[1 512] [2 335] [4 306] [3 285] [0 243]]","[[1 4] [2 11] [4 6] [3 5] [0 5]]"
"184","plane","5","normal","10","10","[[3 -13 -3] [0 -7 -4] [1 -2 10] [2 9 4] [4 10 -11]]","[[3 359] [0 376] [1 346] [2 324] [4 276]]","[[3 6] [0 6] [1 10] [2 12] [4 13]]"
"185","plane","5","normal","10","10","[[0 8 13] [4 15 0] [1 15 0] [3 -12 -6] [2 2 5]]","[[0 261] [4 324] [1 324] [3 322] [2 450]]","[[0 6] [4 1] [1 1] [3 15] [2 7]]"
"186","plane","5","normal","10","10","[[3 0 11] [1 8 -4] [4 -11 -12] [2 -6 8] [0 13 -6]]","[[3 319] [1 429] [4 221] [2 387] [0 325]]","[[3 7] [1 4] [4 15] [2 8] [0 4]]"
"187","plane","5","normal","10","10","[[1 0 5] [0 14 12] [4 2 5] [3 10 -4] [2 12 14]]","[[1 624] [0 158] [4 454] [3 313] [2 132]]","[[1 3] [0 3] [4 2] [3 9] [2 3]]"
"188","plane","5","normal","10","10","[[1 8 -8] [4 3 -2] [3 -2 14] [0 -13 9] [2 -5 -7]]","[[1 276] [4 484] [3 350] [0 239] [2 332]]","[[1 10] [4 6] [3 8] [0 11] [2 11]]"
"191","plane","5","normal","10","10","[[1 10 9] [0 -8 -13] [3 -9 11] [4 13 -12] [2 -9 0]]","[[1 331] [0 305] [3 338] [4 282] [2 425]]","[[1 17] [0 12] [3 11] [4 17] [2 9]]"
"190","plane","5","normal","10","10","[[2 16 -4] [4 2 10] [3 7 0] [0 0 -12] [1 -12 -2]]","[[2 230] [4 324] [3 420] [0 295] [1 412]]","[[2 7] [4 10] [3 5] [0 9] [1 10]]"
"189","plane","5","normal","10","10","[[2 -13 0] [0 5 -8] [1 -14 11] [3 -5 11] [4 -1 3]]","[[2 290] [0 358] [1 157] [3 302] [4 574]]","[[2 9] [0 12] [1 7] [3 5] [4 5]]"
"192","plane","5","normal","10","10","[[1 8 -7] [2 10 14] [4 -7 2] [0 9 -2] [3 -6 -6]]","[[1 334] [2 249] [4 432] [0 339] [3 327]]","[[1 8] [2 13] [4 12] [0 7] [3 12]]"
"194","plane","5","normal","10","10","[[1 11 3] [2 -10 -5] [4 12 4] [3 8 -10] [0 -8 1]]","[[1 340] [2 319] [4 337] [3 299] [0 386]]","[[1 3] [2 10] [4 3] [3 9] [0 9]]"
"193","plane","5","normal","10","10","[[2 8 4] [1 9 -3] [3 -9 -14] [4 -6 -8] [0 -4 8]]","[[2 357] [1 344] [3 256] [4 396] [0 328]]","[[2 10] [1 9] [3 6] [4 6] [0 13]]"
"195","plane","5","normal","10","10","[[2 9 -8] [0 10 -8] [3 -15 -2] [4 6 9] [1 -12 -1]]","[[2 321] [0 317] [3 267] [4 325] [1 451]]","[[2 3] [0 3] [3 4] [4 11] [1 4]]"
"196","plane","5","normal","10","10","[[3 3 -7] [0 -13 -16] [2 -12 2] [4 9 -2] [1 -3 10]]","[[3 437] [0 167] [2 305] [4 358] [1 414]]","[[3 7] [0 12] [2 9] [4 9] [1 9]]"
"197","plane","5","normal","10","10","[[4 -8 -6] [0 10 -11] [2 14 -5] [1 13 1] [3 -12 -4]]","[[4 505] [0 200] [2 190] [1 376] [3 410]]","[[4 3] [0 6] [2 4] [1 7] [3 4]]"
"198","plane","5","normal","10","10","[[0 -9 5] [2 -6 -12] [4 12 -12] [1 -6 4] [3 7 7]]","[[0 419] [2 265] [4 254] [1 411] [3 332]]","[[0 4] [2 12] [4 15] [1 4] [3 12]]"
"201","plane","5","moving-only","10","10","[[3 -13 13] [1 14 -13] [0 -3 -2] [2 12 11] [4 9 -9]]","[[3 335] [1 172] [0 546] [2 377] [4 251]]","[[3 10] [1 10] [0 10] [2 10] [4 10]]"
"199","plane","5","normal","10","10","[[2 -8 -1] [4 -9 8] [3 7 7] [1 7 1] [0 -7 -14]]","[[2 397] [4 265] [3 356] [1 404] [0 259]]","[[2 7] [4 11] [3 10] [1 10] [0 12]]"
"202","plane","5","moving-only","10","10","[[2 10 11] [3 12 -13] [0 -5 -3] [4 10 11] [1 -11 3]]","[[2 244] [3 365] [0 436] [4 208] [1 428]]","[[2 10] [3 10] [0 10] [4 10] [1 10]]"
"200","plane","5","normal","10","10","[[4 -9 8] [1 -11 1] [2 10 2] [0 -9 -8] [3 8 -2]]","[[4 297] [1 298] [2 400] [0 289] [3 397]]","[[4 9] [1 6] [2 8] [0 10] [3 8]]"
"204","plane","5","moving-only","10","10","[[0 12 9] [1 9 -8] [4 -2 9] [2 -4 -1] [3 13 11]]","[[0 147] [1 435] [4 398] [2 533] [3 168]]","[[0 10] [1 10] [4 10] [2 10] [3 10]]"
"203","plane","5","moving-only","10","10","[[1 -8 -3] [3 0 6] [0 -13 11] [4 -13 12] [2 -1 -1]]","[[1 420] [3 486] [0 120] [4 155] [2 500]]","[[1 10] [3 10] [0 10] [4 10] [2 10]]"
"205","plane","5","moving-only","10","10","[[0 8 -2] [3 -10 -12] [4 4 7] [1 -11 -1] [2 -9 10]]","[[0 482] [3 324] [4 370] [1 209] [2 296]]","[[0 10] [3 10] [4 10] [1 10] [2 10]]"
"206","plane","5","moving-only","10","10","[[2 10 -12] [0 -1 8] [4 7 5] [3 0 -10] [1 -9 -4]]","[[2 280] [0 399] [4 382] [3 225] [1 395]]","[[2 10] [0 10] [4 10] [3 10] [1 10]]"
"207","plane","5","moving-only","10","10","[[2 8 14] [4 -7 -2] [1 4 -9] [0 8 13] [3 -9 5]]","[[2 175] [4 357] [1 530] [0 252] [3 367]]","[[2 10] [4 10] [1 10] [0 10] [3 10]]"
"208","plane","5","moving-only","10","10","[[4 -13 -10] [1 -12 -10] [0 -6 13] [3 1 -8] [2 3 4]]","[[4 193] [1 156] [0 388] [3 452] [2 492]]","[[4 10] [1 10] [0 10] [3 10] [2 10]]"
"210","plane","5","moving-only","10","10","[[1 8 11] [4 3 9] [0 4 -8] [3 -9 -4] [2 -1 -11]]","[[1 314] [4 337] [0 372] [3 454] [2 204]]","[[1 10] [4 10] [0 10] [3 10] [2 10]]"
"209","plane","5","moving-only","10","10","[[1 -14 -11] [3 -5 12] [4 -11 -12] [0 -12 9] [2 0 -1]]","[[1 162] [3 351] [4 217] [0 245] [2 706]]","[[1 10] [3 10] [4 10] [0 10] [2 10]]"
"211","plane","5","moving-only","10","10","[[0 1 -11] [3 7 -9] [1 5 4] [4 -7 8] [2 -8 -9]]","[[0 150] [3 303] [1 453] [4 433] [2 342]]","[[0 10] [3 10] [1 10] [4 10] [2 10]]"
"212","plane","5","moving-only","10","10","[[1 13 -12] [0 -4 -4] [4 -1 -13] [3 13 11] [2 -12 8]]","[[1 286] [0 312] [4 277] [3 395] [2 411]]","[[1 10] [0 10] [4 10] [3 10] [2 10]]"
"213","plane","5","moving-only","10","10","[[0 -6 -11] [1 2 -10] [3 -10 0] [4 3 8] [2 10 -10]]","[[0 259] [1 152] [3 395] [4 555] [2 320]]","[[0 10] [1 10] [3 10] [4 10] [2 10]]"
"218","plane","5","moving-only","10","10","[[4 4 3] [1 -5 -3] [0 -9 9] [3 9 -12] [2 10 -18]]","[[4 477] [1 430] [0 391] [3 247] [2 136]]","[[4 10] [1 10] [0 10] [3 10] [2 10]]"
"214","plane","5","moving-only","10","10","[[4 -6 5] [2 12 1] [1 2 8] [0 -12 -11] [3 9 -9]]","[[4 402] [2 270] [1 300] [0 352] [3 357]]","[[4 10] [2 10] [1 10] [0 10] [3 10]]"
"216","plane","5","moving-only","10","10","[[2 -11 14] [3 -3 -8] [0 12 6] [1 16 7] [4 -10 -2]]","[[2 320] [3 501] [0 345] [1 200] [4 315]]","[[2 10] [3 10] [0 10] [1 10] [4 10]]"
"215","plane","5","moving-only","10","10","[[0 7 -8] [1 -10 0] [4 6 9] [2 1 -10] [3 14 4]]","[[0 281] [1 543] [4 358] [2 280] [3 219]]","[[0 10] [1 10] [4 10] [2 10] [3 10]]"
"219","plane","5","moving-only","10","10","[[0 -10 -6] [1 -4 10] [2 10 -9] [4 4 6] [3 -6 9]]","[[0 447] [1 142] [2 427] [4 404] [3 261]]","[[0 10] [1 10] [2 10] [4 10] [3 10]]"
"221","plane","5","pricing-only","10","10","[[0 18 -20] [1 5 6] [4 -3 14] [3 10 1] [2 19 -18]]","[[0 37] [1 582] [4 294] [3 505] [2 263]]","[[0 2] [1 4] [4 9] [3 3] [2 1]]"
"222","plane","5","pricing-only","10","10","[[1 1 1] [0 15 4] [4 -2 14] [3 -11 11] [2 -14 -19]]","[[1 567] [0 366] [4 259] [3 250] [2 239]]","[[1 9] [0 11] [4 9] [3 12] [2 13]]"
"220","plane","5","moving-only","10","10","[[0 -10 -6] [4 5 -9] [3 -11 -3] [1 6 0] [2 -9 6]]","[[0 269] [4 375] [3 118] [1 503] [2 416]]","[[0 10] [4 10] [3 10] [1 10] [2 10]]"
"217","plane","5","moving-only","10","10","[[1 -2 8] [0 6 -14] [4 9 -9] [3 1 8] [2 -9 -7]]","[[1 353] [0 192] [4 308] [3 391] [2 437]]","[[1 10] [0 10] [4 10] [3 10] [2 10]]"
"223","plane","5","pricing-only","10","10","[[3 5 -7] [0 -18 -8] [2 -18 5] [4 19 -1] [1 -3 6]]","[[3 445] [0 219] [2 248] [4 319] [1 450]]","[[3 11] [0 13] [2 10] [4 11] [1 11]]"
"224","plane","5","pricing-only","10","10","[[0 13 -19] [4 2 0] [1 -13 -18] [3 0 -14] [2 6 4]]","[[0 136] [4 588] [1 171] [3 277] [2 509]]","[[0 10] [4 6] [1 10] [3 6] [2 7]]"
"225","plane","5","pricing-only","10","10","[[2 -9 2] [4 1 11] [3 -18 20] [0 18 12] [1 15 10]]","[[2 534] [4 372] [3 94] [0 244] [1 437]]","[[2 12] [4 6] [3 12] [0 1] [1 3]]"
"227","plane","5","pricing-only","10","10","[[2 9 6] [0 5 9] [3 -14 -4] [1 -12 6] [4 1 17]]","[[2 516] [0 482] [3 291] [1 242] [4 150]]","[[2 5] [0 3] [3 14] [1 10] [4 6]]"
"228","plane","5","pricing-only","10","10","[[1 18 11] [4 -9 7] [0 0 -8] [3 -3 -18] [2 0 5]]","[[1 227] [4 316] [0 510] [3 289] [2 339]]","[[1 11] [4 11] [0 6] [3 6] [2 8]]"
"229","plane","5","pricing-only","10","10","[[1 -19 -5] [4 -7 20] [3 4 19] [2 11 -20] [0 11 11]]","[[1 332] [4 245] [3 395] [2 311] [0 398]]","[[1 17] [4 8] [3 4] [2 16] [0 9]]"
"230","plane","5","pricing-only","10","10","[[0 -16 10] [3 17 19] [2 7 -2] [1 -15 2] [4 -3 -8]]","[[0 283] [3 166] [2 537] [1 300] [4 395]]","[[0 8] [3 14] [2 10] [1 7] [4 9]]"
"226","plane","5","pricing-only","10","10","[[0 -12 -2] [2 -5 -10] [4 -10 -8] [3 -9 17] [1 -11 -16]]","[[0 335] [2 420] [4 493] [3 337] [1 96]]","[[0 3] [2 5] [4 1] [3 10] [1 5]]"
"231","plane","5","pricing-only","10","10","[[4 -8 19] [2 -5 12] [1 -1 -6] [0 -1 3] [3 -17 -5]]","[[4 242] [2 224] [1 450] [0 568] [3 197]]","[[4 3] [2 5] [1 9] [0 5] [3 12]]"
"232","plane","5","pricing-only","10","10","[[3 8 -7] [0 13 18] [4 7 -11] [2 -2 -19] [1 15 1]]","[[3 515] [0 286] [4 433] [2 257] [1 190]]","[[3 3] [0 9] [4 2] [2 6] [1 6]]"
"233","plane","5","pricing-only","10","10","[[0 7 -14] [4 -15 3] [1 -14 -19] [2 5 -20] [3 5 -1]]","[[0 398] [4 358] [1 155] [2 220] [3 550]]","[[0 4] [4 16] [1 11] [2 2] [3 12]]"
"235","plane","5","pricing-only","10","10","[[2 18 -1] [3 -17 -14] [4 16 4] [1 4 20] [0 -6 17]]","[[2 387] [3 299] [4 406] [1 297] [0 292]]","[[2 6] [3 18] [4 5] [1 5] [0 12]]"
"236","plane","5","pricing-only","10","10","[[4 11 9] [3 0 -8] [2 -17 1] [0 13 8] [1 5 -1]]","[[4 282] [3 404] [2 311] [0 257] [1 427]]","[[4 4] [3 8] [2 12] [0 3] [1 5]]"
"237","plane","5","pricing-only","10","10","[[4 -15 -19] [3 2 -9] [0 -12 -6] [2 13 -16] [1 -7 -18]]","[[4 89] [3 678] [0 487] [2 291] [1 136]]","[[4 7] [3 8] [0 10] [2 7] [1 6]]"
"238","plane","5","pricing-only","10","10","[[2 13 -15] [3 19 -13] [0 -18 9] [4 -12 19] [1 -13 -13]]","[[2 403] [3 362] [0 296] [4 353] [1 267]]","[[2 6] [3 5] [0 9] [4 9] [1 14]]"
"240","plane","5","pricing-only","10","10","[[4 19 17] [1 -6 1] [3 18 7] [0 -7 9] [2 -7 19]]","[[4 110] [1 587] [3 343] [0 481] [2 160]]","[[4 10] [1 10] [3 11] [0 5] [2 6]]"
"239","plane","5","pricing-only","10","10","[[3 -2 19] [1 7 -20] [2 15 3] [4 17 8] [0 -17 1]]","[[3 258] [1 326] [2 390] [4 282] [0 425]]","[[3 13] [1 13] [2 8] [4 6] [0 15]]"
"234","plane","5","pricing-only","10","10","[[4 0 20] [0 20 -12] [2 4 15] [3 0 15] [1 -16 -12]]","[[4 126] [0 253] [2 497] [3 492] [1 313]]","[[4 3] [0 16] [2 4] [3 4] [1 17]]"
"241","plane","6","normal","10","10","[[3 -7 12] [0 -6 -8] [4 7 -8] [5 15 14] [2 -9 7] [1 10 -2]]","[[3 302] [0 316] [4 287] [5 172] [2 313] [1 291]]","[[3 7] [0 12] [4 10] [5 13] [2 7] [1 9]]"
"242","plane","6","normal","10","10","[[2 -2 -10] [1 0 11] [0 14 8] [3 -12 10] [4 -14 11] [5 -7 0]]","[[2 468] [1 276] [0 257] [3 170] [4 156] [5 354]]","[[2 9] [1 6] [0 12] [3 2] [4 2] [5 5]]"
"243","plane","6","normal","10","10","[[1 2 3] [0 -7 -11] [2 -9 5] [4 12 -10] [5 10 5] [3 -10 -17]]","[[1 349] [0 294] [2 305] [4 199] [5 333] [3 201]]","[[1 6] [0 5] [2 10] [4 13] [5 8] [3 4]]"
"244","plane","6","normal","10","10","[[4 -11 10] [0 0 -6] [5 -5 -7] [1 -11 9] [2 2 14] [3 11 -4]]","[[4 228] [0 349] [5 301] [1 265] [2 231] [3 307]]","[[4 1] [0 4] [5 5] [1 1] [2 10] [3 9]]"
"245","plane","6","normal","10","10","[[4 -12 -10] [0 0 -11] [3 13 -1] [5 3 13] [2 8 -2] [1 -9 5]]","[[4 199] [0 257] [3 287] [5 296] [2 338] [1 304]]","[[4 12] [0 7] [3 4] [5 8] [2 3] [1 11]]"
"246","plane","6","normal","10","10","[[1 4 -11] [0 -11 -2] [5 4 5] [2 -14 -16] [4 7 5] [3 -7 10]]","[[1 307] [0 282] [5 361] [2 141] [4 375] [3 215]]","[[1 11] [0 9] [5 4] [2 13] [4 5] [3 11]]"
"247","plane","6","normal","10","10","[[0 -9 -6] [4 5 -6] [3 14 9] [1 -9 -6] [2 -4 12] [5 7 9]]","[[0 312] [4 324] [3 192] [1 344] [2 265] [5 244]]","[[0 2] [4 9] [3 8] [1 2] [2 8] [5 6]]"
"248","plane","6","normal","10","10","[[4 -14 -11] [1 -12 14] [0 8 -10] [5 13 1] [3 0 -7] [2 7 11]]","[[4 232] [1 230] [0 261] [5 268] [3 367] [2 323]]","[[4 13] [1 16] [0 8] [5 7] [3 8] [2 10]]"
"249","plane","6","normal","10","10","[[0 -11 -1] [2 9 -18] [4 11 7] [1 14 5] [3 3 -1] [5 -8 8]]","[[0 312] [2 227] [4 277] [1 191] [3 380] [5 294]]","[[0 11] [2 10] [4 6] [1 6] [3 6] [5 11]]"
"250","plane","6","normal","10","10","[[4 1 -10] [0 -13 -11] [1 13 4] [2 8 6] [5 -10 4] [3 2 -7]]","[[4 234] [0 187] [1 257] [2 298] [5 293] [3 412]]","[[4 3] [0 10] [1 5] [2 6] [5 12] [3 2]]"
"251","plane","6","normal","10","10","[[5 10 13] [2 -9 10] [1 -10 -7] [3 7 8] [4 8 -6] [0 -8 -10]]","[[5 202] [2 237] [1 316] [3 306] [4 286] [0 334]]","[[5 7] [2 11] [1 3] [3 6] [4 10] [0 3]]"
"253","plane","6","normal","10","10","[[5 -4 7] [1 8 -9] [4 -10 -8] [2 12 11] [0 7 -9] [3 -2 13]]","[[5 260] [1 343] [4 259] [2 172] [0 330] [3 317]]","[[5 6] [1 1] [4 10] [2 11] [0 1] [3 5]]"
"252","plane","6","normal","10","10","[[3 5 -14] [5 3 -2] [1 -6 8] [4 -11 -5] [0 11 -7] [2 -4 10]]","[[3 234] [5 291] [1 297] [4 250] [0 236] [2 373]]","[[3 6] [5 4] [1 3] [4 9] [0 6] [2 3]]"
"254","plane","6","normal","10","10","[[1 14 5] [4 7 -9] [5 -8 -8] [0 -6 6] [2 8 8] [3 1 -13]]","[[1 241] [4 202] [5 273] [0 324] [2 300] [3 341]]","[[1 6] [4 7] [5 9] [0 12] [2 7] [3 4]]"
"256","plane","6","normal","10","10","[[5 -11 -8] [1 16 -8] [4 -1 9] [2 10 -9] [3 -4 -13] [0 1 11]]","[[5 199] [1 163] [4 445] [2 252] [3 251] [0 371]]","[[5 9] [1 6] [4 3] [2 5] [3 6] [0 3]]"
"255","plane","6","normal","10","10","[[3 -9 10] [4 9 8] [1 10 -10] [2 -8 -7] [5 -8 -10] [0 12 -4]]","[[3 270] [4 355] [1 219] [2 334] [5 279] [0 224]]","[[3 13] [4 10] [1 8] [2 5] [5 5] [0 7]]"
"257","plane","6","normal","10","10","[[0 7 9] [3 -7 9] [4 9 16] [2 5 -5] [5 3 -10] [1 -9 -8]]","[[0 310] [3 258] [4 177] [2 288] [5 330] [1 318]]","[[0 5] [3 13] [4 6] [2 5] [5 5] [1 10]]"
"258","plane","6","normal","10","10","[[0 -13 -13] [3 13 0] [2 5 -10] [4 8 12] [1 -2 3] [5 -5 2]]","[[0 171] [3 232] [2 288] [4 217] [1 282] [5 491]]","[[0 12] [3 8] [2 9] [4 9] [1 3] [5 3]]"
"261","plane","6","moving-only","10","10","[[2 18 -4] [4 -8 -14] [0 -7 -15] [3 6 -1] [1 -18 10] [5 -15 9]]","[[2 317] [4 249] [0 165] [3 517] [1 88] [5 345]]","[[2 10] [4 10] [0 10] [3 10] [1 10] [5 10]]"
"259","plane","6","normal","10","10","[[1 -8 -10] [0 -9 10] [5 12 -6] [3 -10 8] [2 8 -7] [4 8 9]]","[[1 240] [0 217] [5 292] [3 431] [2 299] [4 202]]","[[1 12] [0 4] [5 6] [3 3] [2 6] [4 13]]"
"262","plane","6","moving-only","10","10","[[5 8 10] [3 -12 9] [2 3 -6] [4 8 10] [1 -3 -7] [0 -13 10]]","[[5 236] [3 217] [2 424] [4 209] [1 415] [0 180]]","[[5 10] [3 10] [2 10] [4 10] [1 10] [0 10]]"
"260","plane","6","normal","10","10","[[5 12 -6] [3 -8 -6] [4 -9 -6] [0 9 -2] [1 2 15] [2 8 11]]","[[5 144] [3 800] [4 7] [0 291] [1 205] [2 234]]","[[5 9] [3 1] [4 2] [0 5] [1 8] [2 7]]"
"263","plane","6","moving-only","10","10","[[2 8 11] [5 14 -3] [4 5 0] [3 2 13] [1 17 -3] [0 -9 4]]","[[2 220] [5 207] [4 318] [3 187] [1 140] [0 609]]","[[2 10] [5 10] [4 10] [3 10] [1 10] [0 10]]"
"264","plane","6","moving-only","10","10","[[5 0 3] [4 1 -6] [0 0 2] [3 -8 -2] [2 13 9] [1 -4 8]]","[[5 56] [4 476] [0 55] [3 379] [2 361] [1 354]]","[[5 10] [4 10] [0 10] [3 10] [2 10] [1 10]]"
"266","plane","6","moving-only","10","10","[[2 -9 7] [3 3 12] [5 -11 -5] [0 -8 -9] [4 -6 -12] [1 7 0]]","[[2 323] [3 331] [5 175] [0 99] [4 265] [1 488]]","[[2 10] [3 10] [5 10] [0 10] [4 10] [1 10]]"
"269","plane","6","moving-only","10","10","[[4 8 6] [2 2 -8] [3 15 -15] [0 -8 -1] [1 -2 13] [5 3 3]]","[[4 328] [2 290] [3 215] [0 429] [1 322] [5 97]]","[[4 10] [2 10] [3 10] [0 10] [1 10] [5 10]]"
"267","plane","6","moving-only","10","10","[[4 5 -7] [1 -4 -8] [5 11 4] [3 -8 3] [0 -1 15] [2 14 11]]","[[4 347] [1 352] [5 201] [3 344] [0 256] [2 181]]","[[4 10] [1 10] [5 10] [3 10] [0 10] [2 10]]"
"268","plane","6","moving-only","10","10","[[0 -7 10] [4 1 -12] [5 -4 -9] [2 6 2] [3 -10 8] [1 8 -9]]","[[0 236] [4 127] [5 339] [2 437] [3 267] [1 275]]","[[0 10] [4 10] [5 10] [2 10] [3 10] [1 10]]"
"265","plane","6","moving-only","10","10","[[0 2 -7] [5 13 10] [4 12 9] [3 -1 8] [1 -8 8] [2 -12 7]]","[[0 685] [5 177] [4 176] [3 196] [1 132] [2 315]]","[[0 10] [5 10] [4 10] [3 10] [1 10] [2 10]]"
"270","plane","6","moving-only","10","10","[[0 9 12] [2 7 -6] [5 -2 -12] [4 8 15] [1 -10 7] [3 -7 -4]]","[[0 231] [2 394] [5 260] [4 162] [1 369] [3 265]]","[[0 10] [2 10] [5 10] [4 10] [1 10] [3 10]]"
"273","plane","6","moving-only","10","10","[[1 -8 -14] [4 10 -3] [5 -15 -2] [3 -2 7] [2 -1 -11] [0 -12 -10]]","[[1 104] [4 473] [5 222] [3 525] [2 223] [0 134]]","[[1 10] [4 10] [5 10] [3 10] [2 10] [0 10]]"
"272","plane","6","moving-only","10","10","[[1 13 -10] [2 0 -9] [5 -5 7] [0 13 -10] [4 -6 -7] [3 9 10]]","[[1 156] [2 207] [5 446] [0 142] [4 351] [3 379]]","[[1 10] [2 10] [5 10] [0 10] [4 10] [3 10]]"
"271","plane","6","moving-only","10","10","[[3 -6 6] [5 6 9] [1 12 -11] [2 12 -11] [0 -9 -6] [4 -2 -7]]","[[3 384] [5 428] [1 162] [2 171] [0 317] [4 219]]","[[3 10] [5 10] [1 10] [2 10] [0 10] [4 10]]"
"274","plane","6","moving-only","10","10","[[2 2 -9] [0 14 -12] [3 -14 -6] [4 10 11] [1 4 -11] [5 0 7]]","[[2 171] [0 233] [3 390] [4 328] [1 137] [5 422]]","[[2 10] [0 10] [3 10] [4 10] [1 10] [5 10]]"
"275","plane","6","moving-only","10","10","[[2 -5 10] [5 14 12] [1 -10 10] [4 1 -9] [3 -1 9] [0 3 -8]]","[[2 98] [5 303] [1 332] [4 410] [3 182] [0 356]]","[[2 10] [5 10] [1 10] [4 10] [3 10] [0 10]]"
"276","plane","6","moving-only","10","10","[[2 8 -9] [5 0 9] [1 -11 -10] [3 8 6] [0 -12 -9] [4 -6 9]]","[[2 416] [5 166] [1 218] [3 347] [0 185] [4 349]]","[[2 10] [5 10] [1 10] [3 10] [0 10] [4 10]]"
"281","plane","6","pricing-only","10","10","[[3 -12 -3] [4 -16 20] [5 9 -9] [1 1 13] [0 5 6] [2 6 -4]]","[[3 303] [4 118] [5 324] [1 328] [0 263] [2 345]]","[[3 12] [4 10] [5 5] [1 5] [0 5] [2 4]]"
"277","plane","6","moving-only","10","10","[[2 4 -9] [0 -15 -14] [3 -13 3] [5 12 10] [4 -8 6] [1 11 10]]","[[2 498] [0 230] [3 215] [5 211] [4 318] [1 209]]","[[2 10] [0 10] [3 10] [5 10] [4 10] [1 10]]"
"278","plane","6","moving-only","10","10","[[3 -8 9] [5 13 -12] [0 -9 -12] [2 -8 9] [4 6 8] [1 -8 -12]]","[[3 210] [5 345] [0 229] [2 219] [4 475] [1 203]]","[[3 10] [5 10] [0 10] [2 10] [4 10] [1 10]]"
